tweetid,userid,user_display_name,tweet_time,Traffic,Traffic_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Events,Events_keywords,Entertainment,Entertainment_keywords,Politics,Politics_keywords,Economy,Economy_keywords,Business,Business_keywords,City Hall types stories,City Hall types stories_keywords,Lifestyle,Lifestyle_keywords,Health,Health_keywords,Education,Education_keywords,Sports,Sports_keywords,Courthouse types stories,Courthouse types stories_keywords,Obituaries,Obituaries_keywords,Terrorism,Terrorism_keywords,State House types stories,State House types stories_keywords,Religion,Religion_keywords,2nd Amendment,2nd Amendment_keywords,Travel,Travel_keywords,Leisure,Leisure_keywords,Russian Sphere,Russian Sphere_keywords,Science,Science_keywords,Technology,Technology_keywords,Race,Race_keywords,Immigration,Immigration_keywords,Police Brutality,Police Brutality_keywords,Stock Exchange,Stock Exchange_keywords,Abortion,Abortion_keywords
698909560824725504,2630842499,San Diego Daily,2016-02-14 16:39:00,0.0,(),0.0,(),,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698700000000000000,2530830345,New Orleans Online,2016-02-14 02:46:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('obama',)",,,,,,,,,,,,,,,1.0,"('justice',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696916322936946688,2494112058,San Jose Daily,2016-02-09 04:39:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698695782241685504,2587474264,Minneapolis Online,2016-02-14 02:30:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697241050885128192,2591847731,Boston Today,2016-02-10 02:09:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698216127541870592,2495567768,San Francisco Daily,2016-02-12 18:44:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,,,
697179432495153152,2530830345,New Orleans Online,2016-02-09 22:05:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('gun',)",,,,,,,,,,,,,,,,,,,,
698014822391091200,2753146444,Cleveland Online,2016-02-12 05:24:00,0.0,(),,,,,1.0,"('crime',)",,,,,,,1.0,"('worker',)",2.0,"('facebook', 'worker')",,,,,,,1.0,"('level',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697047000000000000,2601235821,Pittsburgh Today,2016-02-09 13:17:00,0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('facebook',)",,,,,,,1.0,"('teacher',)",1.0,"('post',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698846008092930048,2587474264,Minneapolis Online,2016-02-14 12:27:00,0.0,(),0.0,(),,,,,,,,,,,1.0,"('bank',)",1.0,"('bank',)",,,,,,,,,,,,,,,,,,,,,1.0,"('gun',)",,,,,,,,,,,,,,,,,,,,
697605133840986112,2753146444,Cleveland Online,2016-02-11 02:16:00,1.0,"('race',)",0.0,(),0.0,(),0.0,(),,,,,2.0,"('gop', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697387922320805888,2630842499,San Diego Daily,2016-02-10 11:53:00,,,,,,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,1.0,"('park',)",,,,,,,,,,,,,,,,,,,1.0,"('park',)",,,,,,,,,,,,,,,,,,
697059728694710272,2601235821,Pittsburgh Today,2016-02-09 14:09:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698392225303044096,3074563039,St. Louis Online,2016-02-13 06:24:00,0.0,(),,,,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698789829585215488,2530830345,New Orleans Online,2016-02-14 08:44:00,1.0,"('race',)",0.0,(),0.0,(),,,2.0,"('daytona', 'nascar')",,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698852833848758272,2530830345,New Orleans Online,2016-02-14 12:54:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,2.0,"('gop', 'republican')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697237071086223360,2494112058,San Jose Daily,2016-02-10 01:54:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,2.0,"('politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698555509230559232,2530830345,New Orleans Online,2016-02-13 17:13:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699007618480640000,2753211010,Phoenix Daily News,2016-02-14 23:09:00,0.0,(),,,,,1.0,"('party',)",2.0,"('event', 'party')",,,,,,,,,,,2.0,"('dance', 'party')",,,,,,,,,,,,,,,,,,,,,1.0,"('dance',)",,,,,,,,,,,,,,,,
697659261527023616,3074013672,Oakland Online,2016-02-11 05:51:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698412528380960768,3071479646,Baltimore Online,2016-02-13 07:44:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697150821826297856,2530830345,New Orleans Online,2016-02-09 20:11:00,0.0,(),0.0,(),0.0,(),0.0,(),1.0,"('parade',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697450068924694528,3074013672,Oakland Online,2016-02-10 16:00:00,0.0,(),0.0,(),0.0,(),1.0,"('accuse',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696957977958297600,2611151319,Seattle Post,2016-02-09 07:25:00,0.0,(),0.0,(),0.0,(),,,1.0,"('olympics',)",,,,,,,,,,,,,,,,,1.0,"('olympics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696962000000000000,2484642526,Warfare Worldwide,2016-02-09 07:42:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('gun',)",,,,,1.0,"('russian',)",,,,,,,,,,,,,,
697270413995278336,3074563039,St. Louis Online,2016-02-10 04:06:00,0.0,(),,,,,,,,,1.0,"('business',)",,,3.0,"('bank', 'business', 'loan')",2.0,"('bank', 'business')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('energy',)",,,,,,,,,,,,
698189923086524416,2743327187,Washington Online,2016-02-12 17:00:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('health',)",2.0,"('college', 'student')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698691897859026944,3071479646,Baltimore Online,2016-02-14 02:15:00,0.0,(),1.0,"('temperature',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698199654379364352,2587474264,Minneapolis Online,2016-02-12 17:39:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697264897424371712,2494112058,San Jose Daily,2016-02-10 03:44:00,0.0,(),0.0,(),,,,,1.0,"('thing',)",,,,,,,,,,,1.0,"('beach',)",,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696833246030528512,2601235821,Pittsburgh Today,2016-02-08 23:09:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697746000000000000,3899481526,Syria Today,2016-02-11 11:37:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696952052044398592,2928870434,Newspeak Daily,2016-02-09 07:01:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,2.0,"('politics', 'vote')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697759576922263552,2587843805,KansasCityDailyNews,2016-02-11 12:30:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696983403195928576,2630842499,San Diego Daily,2016-02-09 09:06:00,0.0,(),0.0,(),0.0,(),,,,,,,2.0,"('clinton', 'politics')",1.0,"('trade',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696821281002381312,3074563039,St. Louis Online,2016-02-08 22:21:00,0.0,(),0.0,(),,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697619720846077952,2601235821,Pittsburgh Today,2016-02-11 03:14:00,0.0,(),0.0,(),,,1.0,"('homicide',)",,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,1.0,"('nightclub',)",,,,,,,,,,,,,,,,
697951262726197248,2587843805,KansasCityDailyNews,2016-02-12 01:12:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('syria',)",,,,,,,,,,,,,,
698613363790602240,2494112058,San Jose Daily,2016-02-13 21:03:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696872431160414208,3074013672,Oakland Online,2016-02-09 01:45:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('seminar',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697109000000000000,2601235821,Pittsburgh Today,2016-02-09 17:24:00,0.0,(),0.0,(),0.0,(),1.0,"('warrant',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696921514843594752,3074013672,Oakland Online,2016-02-09 05:00:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696603000000000000,2587843805,KansasCityDailyNews,2016-02-08 07:54:00,0.0,(),0.0,(),0.0,(),,,,,,,2.0,"('obama', 'politics')",,,,,,,,,,,,,1.0,"('post',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697427000000000000,2587843805,KansasCityDailyNews,2016-02-10 14:28:00,0.0,(),0.0,(),0.0,(),,,,,1.0,"('broadway',)",,,,,,,,,,,,,,,1.0,"('veteran',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697611600065220608,2611151319,Seattle Post,2016-02-11 02:42:00,,,,,,,,,1.0,"('comic',)",2.0,"('comic', 'entertainment')",,,,,1.0,"('apple',)",,,1.0,"('entertainment',)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('apple',)",,,,,,,,,,
697090417381154816,2601235821,Pittsburgh Today,2016-02-09 16:11:00,0.0,(),,,,,,,,,2.0,"('actor', 'entertainment')",,,,,,,,,1.0,"('entertainment',)",,,,,,,,,,,,,,,1.0,"('sikh',)",,,1.0,"('flight',)",,,,,,,,,,,,,,,,,,
696721157035151360,2601235821,Pittsburgh Today,2016-02-08 15:44:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('grade',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698123000000000000,3899481526,Syria Today,2016-02-12 12:35:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697975601823510528,2587843805,KansasCityDailyNews,2016-02-12 02:48:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696656890235752448,2753146444,Cleveland Online,2016-02-08 11:28:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,3.0,"('champion', 'football', 'league')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698280939286167552,2753211010,Phoenix Daily News,2016-02-12 23:02:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698323479599251456,2611151319,Seattle Post,2016-02-13 01:51:00,0.0,(),0.0,(),0.0,(),1.0,"('rape',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698185034470023168,2587843805,KansasCityDailyNews,2016-02-12 16:40:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('ministry',)",,,,,,,2.0,"('club', 'vegan')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698657642240045056,2753338899,San Antonio Top News,2016-02-13 23:58:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698258898042531840,2743327187,Washington Online,2016-02-12 21:34:00,0.0,(),0.0,(),,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697738997670350848,3074563039,St. Louis Online,2016-02-11 11:08:00,,,,,,,1.0,"('law',)",,,1.0,"('business',)",,,1.0,"('business',)",,,,,,,,,,,1.0,"('draft',)",1.0,"('law',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697063873099145216,2587843805,KansasCityDailyNews,2016-02-09 14:25:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697859817755398144,2743327187,Washington Online,2016-02-11 19:08:00,0.0,(),0.0,(),,,,,,,,,1.0,"('obama',)",,,,,,,,,,,,,2.0,"('champion', 'hockey')",,,,,,,,,,,,,,,,,,,,,,,1.0,"('white',)",,,,,,,,
697081934703251456,2495567768,San Francisco Daily,2016-02-09 15:37:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696726421406789632,2611151319,Seattle Post,2016-02-08 16:04:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697844463075364864,2753146444,Cleveland Online,2016-02-11 18:07:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,2.0,"('sport', 'star')",,,,,,,,,,,,,1.0,"('star',)",,,,,,,,,,,,,,,,,,
697536041419276288,2611151319,Seattle Post,2016-02-10 21:42:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698487258396033024,3071479646,Baltimore Online,2016-02-13 12:41:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('proclamation',)",,,2.0,"('health', 'virus')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697110655673827328,2601235821,Pittsburgh Today,2016-02-09 17:31:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697198810225704960,2494112058,San Jose Daily,2016-02-09 23:22:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,2.0,"('health', 'hospital')",2.0,"('student', 'university')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696744079850233856,2743327187,Washington Online,2016-02-08 17:15:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698129085365497856,3074563039,St. Louis Online,2016-02-12 12:58:00,1.0,"('train',)",,,,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,1.0,"('box',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697705299768143872,2587843805,KansasCityDailyNews,2016-02-11 08:54:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698680607354671104,3071479646,Baltimore Online,2016-02-14 01:30:00,1.0,"('train',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('train',)",,,,,,,,,,,,,,,,,,
696514596266377216,3071479646,Baltimore Online,2016-02-08 02:03:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,,,
696963173115494400,2611151319,Seattle Post,2016-02-09 07:45:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698256747014725632,2630842499,San Diego Daily,2016-02-12 21:25:00,0.0,(),0.0,(),0.0,(),1.0,"('robbery',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696901163375955968,2587843805,KansasCityDailyNews,2016-02-09 03:39:00,0.0,(),1.0,"('snow',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697149743382671360,2743327187,Washington Online,2016-02-09 20:07:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('immigration',)",,,,,,
697180634347757568,2601235821,Pittsburgh Today,2016-02-09 22:09:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,2.0,"('health', 'virus')",1.0,"('department',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697114000000000000,2494112058,San Jose Daily,2016-02-09 17:46:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698172964139708416,2630842499,San Diego Daily,2016-02-12 15:53:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('syria',)",,,,,,,,,,,,,,
697003634832207872,2743327187,Washington Online,2016-02-09 10:26:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('report',)",,,1.0,"('health',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698733610749153280,2587843805,KansasCityDailyNews,2016-02-14 05:00:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('court',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697427337600630784,2495567768,San Francisco Daily,2016-02-10 14:30:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698152155073490944,2494112058,San Jose Daily,2016-02-12 14:30:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698585613281284096,2495567768,San Francisco Daily,2016-02-13 19:12:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697286361179492352,2495567768,San Francisco Daily,2016-02-10 05:09:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('stadium',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697103959157133312,3899481526,Syria Today,2016-02-09 17:05:00,0.0,(),,,,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('russian',)",,,,,,,,,,,,,,
696853059159199744,2630842499,San Diego Daily,2016-02-09 00:28:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697452405042995200,2530830345,New Orleans Online,2016-02-10 16:09:00,0.0,(),1.0,"('spring',)",0.0,(),,,,,2.0,"('film', 'movie')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('movie',)",,,,,,,,,,,,,,,,
698374994389127168,2743327187,Washington Online,2016-02-13 05:15:00,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('trade',)",,,,,,,,,,,1.0,"('baseball',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697109505826422784,2495567768,San Francisco Daily,2016-02-09 17:27:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('politics',)",,,1.0,"('intel',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698996083309973504,2753211010,Phoenix Daily News,2016-02-14 22:23:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('celebrity',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698629000000000000,2530830345,New Orleans Online,2016-02-13 22:05:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698655000000000000,2587843805,KansasCityDailyNews,2016-02-13 23:49:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('bomb',)",,,,,,,,,,,,,,,,,,,,,,,,,,
697695710502735872,3074013672,Oakland Online,2016-02-11 08:16:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,2.0,"('sport', 'star')",,,,,,,,,,,,,1.0,"('star',)",,,,,,,,,,,,,,,,,,
698163450992685056,2587843805,KansasCityDailyNews,2016-02-12 15:15:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696823093147217920,2530830345,New Orleans Online,2016-02-08 22:29:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,3.0,"('politics', 'trump', 'vote')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697028525069434880,2587843805,KansasCityDailyNews,2016-02-09 12:05:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698601004875395072,2630842499,San Diego Daily,2016-02-13 20:13:00,0.0,(),,,,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,1.0,"('calorie',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696491349646774272,3074013672,Oakland Online,2016-02-08 00:30:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697458674705387520,3071479646,Baltimore Online,2016-02-10 16:34:00,0.0,(),1.0,"('hurricane',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697900041378230272,2743327187,Washington Online,2016-02-11 21:48:00,0.0,(),0.0,(),,,,,,,,,4.0,"('candidate', 'clinton', 'politics', 'secretary')",,,1.0,"('general',)",,,,,,,,,,,1.0,"('attorney',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697803000000000000,2753146444,Cleveland Online,2016-02-11 15:21:00,0.0,(),0.0,(),,,1.0,"('crime',)",,,,,,,,,,,,,,,,,1.0,"('student',)",,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,,,
697874262820917248,2601235821,Pittsburgh Today,2016-02-11 20:06:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,2.0,"('nba', 'star')",,,,,,,,,,,,,1.0,"('star',)",,,,,,,,,,,,,,,,,,
698476832358735872,2611151319,Seattle Post,2016-02-13 12:00:00,0.0,(),0.0,(),0.0,(),,,1.0,"('art',)",,,,,,,,,,,1.0,"('art',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697628013114961920,2601235821,Pittsburgh Today,2016-02-11 03:47:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698118558350331904,2530830345,New Orleans Online,2016-02-12 12:16:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('death',)",,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,,,
696833380344725504,2611151319,Seattle Post,2016-02-08 23:09:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('legislature',)",,,1.0,"('gun',)",,,,,,,,,,,,,,,,,,,,
698104045102194688,3899481526,Syria Today,2016-02-12 11:19:00,0.0,(),3.0,"('forecast', 'temperature', 'weather')",1.0,"('weather',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697036601415696384,2530830345,New Orleans Online,2016-02-09 12:37:00,1.0,"('truck',)",0.0,(),0.0,(),,,1.0,"('parade',)",,,,,,,,,1.0,"('roll',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696783247758340096,2587474264,Minneapolis Online,2016-02-08 19:50:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('coach', 'sport')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697961000000000000,2587843805,KansasCityDailyNews,2016-02-12 01:49:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('democrat',)",,,,,1.0,"('budget',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697682976646131712,2601235821,Pittsburgh Today,2016-02-11 07:25:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('politics',)",,,,,,,,,,,,,,,1.0,"('testimony',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
